Opera Cocktail, PDT, 2 oz. Plymouth Gin, 1 oz. Dubonnet Rouge, .25 oz. Mandarine Napoléon Liqueur, 1 dash House Orange Bitters,,,,,,,,,,
Old Maid, PDT, 2 oz. Plymouth Gin, 1 oz. Lime Juice, .75 oz. Simple Syrup, 6 leaves Mint, 3 slices Cucumber, 1 sprig Mint (Garnish), 1 slice of Cucumber (Garnish),,,,,,,
Old-Fashioned Whiskey Cocktail, PDT, 2 oz. Wild Turkey Rye Whiskey, 1 Cube Demerara Sugar, 2 dashes Angostura Bitters,,,,,,,,,,,
Nth Degree, PDT, 1 oz. Rhum Clément V.S.O.P., 1 oz. Laird's Bonded Apple Brandy, .5 oz. Green Chartreuse, 1 Cube Demerara Sugar, 2 dashes Fee Brothers Whiskey Barrel-Aged Bitters,,,,,,,,,
Noval Cup, PDT, 2 oz. Noval Black Port, .5 oz. Lemon Juice, .5 oz. Simple Syrup, 1 Strawberry, 2 oz. Club Soda,,,,,,,,,
Occidental, PDT, Fernet-Branca, 2 oz. Linie Aquavit, .75 oz. Grand Marnier, .5 oz. Amaro Nonino,,,,,,,,,,
Nouveau Sangaree, PDT, 2 oz. Beaujolais Nouveau, 1.5 oz. Laird's Bonded Apple Brandy, .5 oz. Plymouth Sloe Gin, .25 oz. Deep Mountain Grade B Maple Syrup, 2 dashes Angostura Bitters,,,,,,,,,
Nouveau Carré, PDT, 1.5 oz. Ocho Añejo Tequila, .75 oz. Lillet Blanc, .25 oz. Bénédictine, 3 dashes Peychaud's Bitters,,,,,,,,,,
Bloody Margarita, The Craft of the Cocktail, 1.5 ounces Tequila, 1 ounce Blood Orange Juice, .5 ounce Lime Juice, .75 ounce Cointreau,,,,,,,,,,
Bloody Bull, The Craft of the Cocktail, 1.5 ounces Vodka, dash Orange Juice, 4 dashes Tabasco Sauce, dash Pepper, 3 ounces Beef Broth, 2 ounces Tomato Juice, Orange Peel (Garnish),,,,,,,
Bloody Caesar, The Craft of the Cocktail, 1.5 ounces Vodka, 2 dashes Worcestershire Sauce, 4 dashes Tabasco Sauce, pinch of Pepper, .25 ounce Lemon Juice, 3 ounces Tomato Juice, 2 ounces Clam Juice,,,,,,,
Bloody Butrum, The Craft of the Cocktail, 2 ounces Vodka, 2 dashes Celery Salt, pinch of Dry Dill, 2 dashes Ground Pepper, 2 dashes Tabasco Sauce, 3 dashes Worcestershire Sauce, 4 ounces Clamato Juice, 2 wedges Lime,,,,,,
Bloodhound, The Craft of the Cocktail, .5 ounce Dry Vermouth, 2 ounce Gin, .5 ounce Sweet Vermouth, 8 Raspberry,,,,,,,,,,
Blood And Sand, The Craft of the Cocktail, .75 ounce Scotch Whisky, .75 ounce Cherry Heering, .75 ounce Sweet Vermouth, 1 ounce Orange Juice, Flamed Orange Peel (Garnish),,,,,,,,,
Bloody Maria, The Craft of the Cocktail, 1.5 ounces Tequila, 2 dashes Worcestershire Sauce, 4 dashes Tabasco Sauce, pinch of Salt, pinch of Pepper, .25 ounce Lemon Juice, 4 ounces Sangrita,,,,,,,
Blood Orange Cosmo, The Craft of the Cocktail, 1.5 ounces Stolichnaya Ohranj Vodka, .5 ounce Triple Sec, .25 ounce Lime Juice, .25 ounce Blood Orange Juice, Splash of Cranberry Juice, slice Orange (Garnish),,,,,,,,
Black Velvet, The Craft of the Cocktail, 4 ounces Guinness Stout, 4 ounces Champagne,,,,,,,,,,,,
Black Widow, The Craft of the Cocktail, 2 ounces Myers's Dark Rum, 1 ounce White Crème De Menthe,,,,,,,,,,,,
Cobra's Fang, Death & Co, 1.5 ounces Appleton Estate Reserve Rum, .75 ounce El Dorado 151 Rum, 1 teaspoon Massenez Crème De Pêche Peach Liqueur, 2 dashes Vieux Pontarlier Absinthe, .75 ounce Lime Juice, .5 ounce Orange Juice, .5 ounce Passion Fruit Syrup, .5 ounce Cinnamon Bark Syrup, 1 teaspoon Ginger Syrup, 1 dash Angostura Bitters, sprig of Mint (Garnish), wheel of Lime (Garnish),,
Blackthorn, The Craft of the Cocktail, 2.5 ounces Irish Whiskey, .5 ounce Dry Vermouth, 2 dashes Angostura Bitters, 2 dashes Pernod Fils, Flamed Lemon Peel (Garnish),,,,,,,,,
City Of Gold Sling, Death & Co, 1.5 ounces Hayman's Old Tom Gin, .5 ounce El Dorado 12-Year Rum, .75 ounce Donn's Spices #2, 1 dash Vieux Pontarlier Absinthe, 1 ounce Pineapple Juice, .5 ounce Lime Juice, .25 ounce Orgeat, 1 dash House Peychaud's Bitters, Wedge of Pineapple (Garnish),,,,,
Black Russian, The Craft of the Cocktail, 1 ounce Kahlúa, 1 ounce Vodka,,,,,,,,,,,,
Coffee And Cigarettes, Death & Co, 2 ounces Caol Ila 12-Year Scotch Whisky, .5 ounce Galliano Ristretto, 1 teaspoon Carpano Antica Formula Vermouth, 2 dashes Bittermens Xocolatl Mole Bitters,,,,,,,,,,
Cobra Verde, Death & Co, 1.5 ounces Neisson Rhum Agricole Blanc, 1 ounce Chamomile-Infused Old Overholt Rye Whiskey, .5 ounce Yellow Chartreuse, .5 ounce Green Chartreuse,,,,,,,,,,
Cirque Swizzle, Death & Co, 1.5 ounces Anchor Junipero Gin, .5 ounce Yellow Chartreuse, 1 teaspoon Crème Yvette, .75 ounce Lemon Juice, .5 ounce Vanilla Syrup, .25 ounce Simple Syrup, Crème Yvette (Garnish),,,,,,,
Cinder, Death & Co, Rim with Smoked Salt (Garnish), .75 ounce Pueblo Viejo Reposado Tequila, .75 ounce Jalapeño-Infused Siembra Azul Blanco Tequila, .5 ounce Del Maguey Vida Mezcal, .75 ounce Lime Juice, .75 ounce Simple Syrup, 2 dashes Angostura Bitters,,,,,,,
Cinnamon Girl, Death & Co, 2 wedges of Orange, 2 ounces Siete Leguas Reposado Tequila, .25 ounce Smith & Cross Rum, .75 ounce Lime Juice, .5 ounce Cinnamon Bark Syrup, .25 ounce Rich Cane Sugar Syrup, 1 dash House Orange Bitters, Crescent of Orange (Garnish),,,,,,
Cider House Rules, Death & Co, .75 ounce Flor De Caña Extra-Dry White Rum, .75 ounce Appleton Estate V/X Rum, .25 ounce Velvet Falernum, .5 ounce Lime Juice, .25 ounce Acacia Honey Syrup, 1 dash Bittermens 'Elemakule Tiki Bitters, Doc's Hard Pear Cider,,,,,,,
Chinese Fizz, Death & Co, 2 ounces Appleton Estate V/X Rum, .25 ounce Cointreau, .25 ounce Luxardo Maraschino Liqueur, .5 ounce Lemon Juice, .5 ounce Simple Syrup, .25 ounce Grenadine, 1 Egg White, 1 dash Angostura Bitters, Wheel of Orange (Garnish),,,,,
Charleston Cocktail, Death & Co, .5 ounce Anchor Junipero Gin, .5 ounce Massenez Kirsch Vieux Cherry Brandy, .5 ounce Dolin Dry Vermouth, .5 ounce Punt E Mes, .5 ounce Gabriel Boudier Curaçao, .5 ounce Maraska Maraschino Liqueur,,,,,,,,
Champs-Élysées, Death & Co, 2 ounces Pierre Ferrand Ambre Cognac, .5 ounce Green Chartreuse, .75 ounce Lemon Juice, .5 ounce Rich Cane Sugar Syrup, 1 dash Angostura Bitters, Lemon Peel (Garnish),,,,,,,,
Norman Inversion, PDT, 1 oz. Aviation Gin, .5 oz. Schönauer Apple Schnapps, .25 oz. Grapefruit Juice, .25 oz. Simple Syrup, 1 dash Regan's Orange Bitters, 2 oz. Dupont Brut Sparkling Cider,,,,,,,,
Nigori Milk Punch, PDT, 2 oz. Kamoizumi Nigori Sake, 1 oz. Hine V.S.O.P. Cognac, .5 oz. Navan Vanilla Liqueur, 3 dashes Feldman's BarreleAged Bitters,,,,,,,,,,
Chingon, Death & Co, 2 ounces Siete Leguas Reposado Tequila, .25 ounce Bénédictine, .5 ounce Orange Juice, .5 ounce Lime Juice, .5 ounce Orgeat, Orange Peel (Garnish),,,,,,,,
Noce Royale, PDT, 1.5 oz. Beefeater Gin, .5 oz. Plymouth Sloe Gin, .25 oz. Monteverdi Nocino Walnut Liqueur, 2 oz. Moët Imperial Champagne,,,,,,,,,,
New York Flip, PDT, 1 oz. Elijah Craig 12-Year-Old Bourbon Whiskey, 5 oz. Heavy Cream, .25 oz. Simple Syrup, 1 Egg Yolk, .75 oz. Noval Black Port,,,,,,,,,
Newark, PDT, 2 oz. Laird's Bonded Apple Brandy, 1 oz. Vya Sweet Vermouth, .25 oz. Fernet Branca, .25 oz. Maraska Maraschino Liqueur,,,,,,,,,,
New Amsterdam, PDT, 2 oz. Bols Genever, 1 oz. Clear Creek Kirschwasser, 1 barspoon Demerara Syrup, 2 dashes Peychaud's Bitters,,,,,,,,,,
Mum's Apple Pie, PDT, 1.5 oz. Havana Club 7-Year-Old Rum, 1 oz. Red Jacket Orchard Apple Cider, .75 oz. Lemon Juice, .5 oz. Demerara Syrup,,,,,,,,,,
Mount Vernon, PDT, 1 oz. Clear Creek Kirschwasser, 1 oz. Gran Duque D'Alba Brandy De Jerez, .75 oz. Grapefruit Juice, .5 oz. Lustau Pedro Ximénez Sherry, .5 oz. Cherry Heering,,,,,,,,,
Morango Fizz, PDT, 2 oz. Strawberry-Infused Mãe De Ouro Cachaça, .75 oz. Lemon Juice, .75 oz. Simple Syrup, 1 Egg White, 1 oz. Club Soda,,,,,,,,,
Newfangled, PDT, 2 oz. Old Grand-Dad Bonded Bourbon Whiskey, .25 oz. Simple Syrup, 2 dashes Angostura Bitters, half a Wheel of Orange, 3 Brandied Cherry, 2 oz. Southampton Double White Ale,,,,,,,,
Montgomery Smith, PDT, 2 oz. Hine V.S.O.P. Cognac, .5 oz. Bénédictine, .25 oz. Fernet Branca,,,,,,,,,,,
Black Rose, The Craft of the Cocktail, 1 dash Grenadine, 2 dashes Peychaud's Bitters, 2 ounces Bourbon Whiskey, Flamed Lemon Peel (Garnish),,,,,,,,,,
Big Apple Margarita, The Craft of the Cocktail, 2 ounces Tequila, 1 ounce Berentzen's Apple Liqueur, .75 ounce Lemon Or Lime Juice, slice Green Apple (Garnish), Salt (Garnish),,,,,,,,,
Between The Sheets, The Craft of the Cocktail, 1.5 ounces Brandy, .5 ounce Bénédictine, .5 ounce Cointreau, .75 ounce Lemon Juice, Flamed Orange Peel (Garnish),,,,,,,,,
Mint Apple Crisp, PDT, 2 oz. Heart Of The Hudson Apple Vodka, 1 oz. Masumi Arabishiri Sake, .25 oz. Simple Syrup, 3.25 inch slices Granny Smith Apple, 2 Leaves Mint,,,,,,,,,
Blackberry Julep, The Craft of the Cocktail, 1.5 ounces Marie Brizard Blackberry Liqueur, 1 ounce Lemon Juice, .5 ounce Simple Syrup, 1 tablespoon Mixed-Berry Marinade,,,,,,,,,,
Bee's Knees, The Craft of the Cocktail, 2 ounces Gin, .75 ounce Honey Syrup, .5 ounce Lemon Juice,,,,,,,,,,,
Belmont Breeze, The Craft of the Cocktail, 1.5 ounces Rye Whiskey, .75 ounce Harveys Bristol Cream Sherry, .75 ounce Simple Syrup, .5 ounce Lemon Juice, 1.5 ounces Orange Juice, 1 ounce Cranberry Juice, 1 ounce 7-Up, 1 ounce Soda Water, 1 Strawberry (Garnish), 1 sprig Mint (Garnish), wheel of Lemon (Garnish),,,
Bellini, The Craft of the Cocktail, 1.5 ounces White Peach Purée, 3 ounces Prosecco, .5 ounce Marie Brizard Peach Liqueur,,,,,,,,,,,
Bee's Kiss, The Craft of the Cocktail, 1.5 ounces Bacardi Rum, 1 ounce Heavy Cream, .75 ounce Honey Syrup,,,,,,,,,,,
Banshee, The Craft of the Cocktail, 1 ounce Green Crème De Banane, 1 ounce White Crème De Cacao, 2 ounces Heavy Cream,,,,,,,,,,,
Balm Cocktail, The Craft of the Cocktail, 2 ounces Dry Sack Sherry, .75 ounce Orange Juice, .5 ounce Cointreau, 2 dashes Angostura Bitters, 2 slices Orange, Flamed Orange Peel (Garnish),,,,,,,,
Bakunin, The Craft of the Cocktail, 1.5 ounces Stolichnaya Ohranj Vodka, 1 ounce Grand Marnier, 2 ounces Orange Juice, .5 ounce Lemon Juice, dash Grenadine,,,,,,,,,
Chamomile Julep, Death & Co, 2 ounces Chamomile-Infused Old Overholt Rye Whiskey, .25 ounce Simple Syrup, Bouquet of Mint (Garnish),,,,,,,,,,,
Castle Of Córdoba, Death & Co, .75 ounce Busnel VSOP Calvados, .5 ounce Pierre Ferrand Ambre Cognac, 2 ounces Alvear Festival Pale Cream Sherry, 2 dashes House Peychaud's Bitters, Slice of Apple (Garnish),,,,,,,,,
Bahía Breeze, The Craft of the Cocktail, 1.5 ounces Cuervo Gold, 4 ounces Pineapple Juice, 1.5 ounces Cranberry Juice, wedge Lime (Garnish),,,,,,,,,,
Carroll Gardens, Death & Co, 2 ounces Rittenhouse 100 Rye Whiskey, .5 ounce Punt E Mes, .5 ounce Amaro Nardini, 1 teaspoon Luxardo Maraschino Liqueur, Lemon Peel,,,,,,,,,
Celine Fizz, Death & Co, 2 ounces Plymouth Gin, .75 ounce St-Germain, .75 ounce Lemon Juice, .75 ounce Simple Syrup, 1 Egg White, Club Soda,,,,,,,,
Castle To Castle, Death & Co, 1.5 ounces Knappogue Castle 12-Year Irish Whiskey, 1.5 ounces Fuji Apple Juice, .75 ounce Lemon Juice, .5 ounce Acacia Honey Syrup, Sprig of Basil (Garnish),,,,,,,,,
Caribbean Shrub, Death & Co, 1 ounce Appleton Estate V/X Rum, 1 ounce La Favorite Rhum Agricole Blanc, .75 ounce Strawberry-Balsamic Gastrique, .25 ounce Rich Cane Sugar Syrup, 0.5 Strawberry (Garnish),,,,,,,,,
Camp Council, Death & Co, 1.5 ounces Siete Leguas Reposado Tequila, .5 ounce Zirbenz Stone Pine Liqueur, .5 ounce Yellow Chartreuse, .5 ounce Pineapple Juice, .5 ounce Lemon Juice, Sprig of Mint (Garnish),,,,,,,,
Bumboo, Death & Co, 2 ounces Santa Teresa 1796 Rum, 1 teaspoon Rich Demerara Syrup, 1 teaspoon Vanilla Syrup, 1 dash House Peychaud's Bitters, 1 dash Abbott's Bitters, 1 dash Bitter Truth Jerry Thomas' Own Decanter Bitters, Nutmeg (Garnish),,,,,,,
Calva Dorsa Royale, Death & Co, 1.5 ounces Busnel VSOP Calvados, .5 ounce St-Germain, 2 dashes Vieux Pontarlier Absinthe, Dry Champagne,,,,,,,,,,
Midnight Express, PDT, 3 oz. Freshly Brewed Coffee, 1.5 oz. Walnut-Infused Hine V.S.O.P. Cognac, .25 oz. Luxardo Amaretto, .25 oz. Simple Syrup,,,,,,,,,,
Mezcal Mule, PDT, 1.5 oz. Sombra Mezcal, 1 oz. House Ginger Beer, .75 oz. Lime Juice, .75 oz. Boiron Passion Fruit Purée, .5 oz. Agave Syrup, 3 slices of Cucumber, 1 slice of Cucumber (Garnish),,,,,,,
Buffalo Soldier, Death & Co, 2 ounces Pecan-Infused Buffalo Trace Bourbon, .25 ounce Rich Demerara Syrup,,,,,,,,,,,,
Milk Punch, PDT, 1.5 oz. Whole Milk, 1 oz. Pierre Ferrand Ambre Cognac, 1 oz. Myers's Dark Rum, .75 oz. Simple Syrup,,,,,,,,,,
Café Sandinista, Death & Co, 1 ounce Lustau East India Solera Sherry, .25 ounce Coffee-And Chile-Infused Campari, .5 ounce Orange Juice, .5 ounce Lime Juice, .5 ounce Rich Demerara Syrup, Small pinch of Kosher Salt, Coffee Bean (Garnish),,,,,,,
Cádiz Collins, Death & Co, Wheel of Orange, 3 dashes Fee Brothers Whiskey Barrel-Aged Bitters, 2 ounces Plymouth Gin, .75 ounce Lustau Amontillado Sherry, .5 ounce Lemon Juice, .5 ounce Rich Demerara Syrup, Club Soda, Crescent of Orange (Garnish),,,,,,
Mexicano, PDT, 1.5 oz. Partida Reposado Tequila, .75 oz. Gran Classico Bitter, 3.25- inch slices Cucumber, 2 oz. Moët Imperial Champagne,,,,,,,,,,
Melon Stand, PDT, 2 oz. Plymouth Gin, 1 oz. Watermelon Juice, .75 oz. Lemon Juice, .5 oz. Aperol, .5 oz. Simple Syrup,,,,,,,,,
May Day, PDT, .5 oz. Plymouth Gin, .5 oz. Aperol, .5 oz. Lemon Juice, 1 barspoon Simple Syrup, 3 dashes Fee Brothers Rhubarb Bitters, 2 oz. Moët Imperial Champagne,,,,,,,,
Mary Pickford, PDT, 2 oz. Banks 5 Island Rum, .75 oz. Pineapple Juice, .5 oz. Luxardo Maraschino Liqueur, .25 oz. House Grenadine,,,,,,,,,,
May Daisy, PDT, 2 oz. Hine V.S.O.P. Cognac, 1 oz. Lemon Juice, .75 oz. Green Chartreuse, .75 oz. Simple Syrup,,,,,,,,,,
Mariner, PDT, 2 oz. Compass Box Oak Cross Blended Malt Scotch Whisky, .5 oz. Black Cardamom Syrup, .25 oz. Pineapple Juice, .25 oz. Lemon Juice,,,,,,,,,,
Masataka Swizzle, PDT, 1.5 oz. Nikka Taketsuru 12-Year-Old Japanese Malt Whisky, .5 oz. Luxardo Amaretto, .5 oz. Lemon Juice, 1 barspoon Demerara Syrup,,,,,,,,,,
Master Cleanse, PDT, 2 oz. Laird's Bonded Apple Brandy, .75 oz. Lemon Juice, .5 oz. Deep Mountain Grade B Maple Syrup, 2.25-inch slices Seeded Jalapeño, 20 drops Herb Pharm Goldenseal Tincture,,,,,,,,,
Mai-Tai, PDT, 1 oz. Banks 5 Island Rum, 1 oz. Rhum Clément V.S.O.P., 1 oz. Lime Juice, .5 oz. Marie Brizard Orange Curaçao, .5 oz. Kassatly Chtaura Orgeat,,,,,,,,,
Bahama Mama, The Craft of the Cocktail, .75 ounce Light Rum, .75 ounce Gold Rum, .75 ounce Dark Rum, .5 ounce Coconut Liqueur, 2 ounces Orange Juice, 3 ounces Pineapple Juice, .25 teaspoon Grenadine, dash Angostura Bitters, Maraschino Cherry (Garnish), slice Pineapple (Garnish), slice Orange (Garnish),,,
Bacardi Martini, The Craft of the Cocktail, 2 ounces Bacardi Silver Rum, 2 dashes Angostura Bitters, 2 dashes Martini & Rossi Dry Vermouth, Lime Peel (Garnish),,,,,,,,,,
B-52, The Craft of the Cocktail, .75 ounce Kahlúa, .75 ounce Baileys Irish Cream, .75 ounce Grand Marnier,,,,,,,,,,,
Aqueduct, The Craft of the Cocktail, 1.5 ounces Vodka, .5 ounce Triple Sec, .5 ounce Apricot Brandy, .5 ounce Lime Juice,,,,,,,,,,
Bacardi Cocktail, The Craft of the Cocktail, 1.5 ounces Bacardi Light Rum, 1 ounce Lemon Juice, 1 ounce Simple Syrup, 3 dashes Grenadine,,,,,,,,,,
Aviation Cocktail, The Craft of the Cocktail, 2 ounces Gin, 1 ounce Maraschino Liqueur, 0.5 ounce Lemon Juice, Flamed Lemon Peel (Garnish),,,,,,,,,,
Apricot-Mango Martini, The Craft of the Cocktail, 2 pieces of Mango, 2.5 ounces Tanqueray No. Ten Gin, .5 ounce Apricot Liqueur, .5 ounce Simple Syrup, .75 ounce Lemon Juice,,,,,,,,,
Apricot Cocktail, The Craft of the Cocktail, 1 ounce Gin, 1 ounce Apricot Liqueur, 1 ounce Orange Juice, .5 ounce Lemon Juice, Cherry (Garnish), Flamed Orange Peel (Garnish),,,,,,,,
Apple Jack Cocktail, The Craft of the Cocktail, 2 ounces Applejack Or Calvados, .75 ounce Curaçao, .5 ounce Lime Juice, 2 dashes Orange Bitters, slices of Apple (Garnish), Orange Peel (Garnish),,,,,,,,
Angel's Tip, The Craft of the Cocktail, 1 part Dark Crème De Cacao, 1 part Heavy Cream, Cherry (Garnish),,,,,,,,,,,
Angel's Kiss, The Craft of the Cocktail, 1 part Crème De Cacao, 1 part Brandy, 1 part Whipped Cream,,,,,,,,,,,
Brown Derby, Death & Co, 2 ounces Elijah Craig 12-Year Bourbon, 1 ounce Grapefruit Juice, 1 teaspoon Lemon Juice, .5 ounce Acacia Honey Syrup, Grapefruit Peel (Garnish),,,,,,,,,
Brooklyn, Death & Co, 2 ounces Rittenhouse 100 Rye Whiskey, .75 ounce Dolin Dry Vermouth, .25 ounce Amaro Ciociaro, 1 teaspoon Luxardo Maraschino Liqueur,,,,,,,,,,
Broken Oath, Death & Co, 1.5 ounces Sombra Mezcal, .75 ounce Lustau Amontillado Sherry, .75 ounce Cocchi Vermouth Di Torino, .5 ounce Galliano Ristretto, 2 dashes Bittermens Xocolatl Mole Bitters,,,,,,,,,
Brian's Daiquiri, Death & Co, 2 ounces Flor De Caña Extra-Dry White Rum, .75 ounce Lime Juice, .5 ounce Simple Syrup, Wedge of Lime (Garnish),,,,,,,,,,
Bourbonnais Swizzle, Death & Co, 2 ounces Pecan-Infused Buffalo Trace Bourbon, 1 ounce Marie Brizard White Crème De Cacao, .5 ounce Lillet Rouge, .75 ounce Lemon Juice,,,,,,,,,,
Apple Manhattan, The Craft of the Cocktail, 2 ounces Maker's Mark Bourbon Whiskey, 1 ounce Berentzen's Apple Liqueur, Thin slice Granny Smith Apple (Garnish),,,,,,,,,,,
Boukman Daiquiri, Death & Co, 1.5 ounces Barbancourt White Rum, .5 ounce Hine H Cognac, .75 ounce Lime Juice, .5 ounce Cinnamon Bark Syrup,,,,,,,,,,
Botany Of Desire, Death & Co, 1.5 ounces Bruichladdich Botanist Gin, .5 ounce Busnel VSOP Calvados, .25 ounce Élixir Combier, 1.5 ounces Fusion Verjus Blanc, .5 teaspoon Rich Cane Sugar Syrup, 1 dash House Orange Bitters, Fan of Apple (Garnish),,,,,,,
Boulevardier, Death & Co, 1.5 ounces Elijah Craig 12-Year Bourbon, .75 ounce House Sweet Vermouth, .75 ounce Campari, Lemon Peel (Garnish),,,,,,,,,,
Boo-Ya Cachaça, Death & Co, 1.5 ounces La Favorite Rhum Agricole Blanc, .5 ounce Lustau Los Arcos Amontillado Sherry, .25 ounce Crème Yvette, .75 ounce Lime Juice, .75 ounce Ginger Syrup, Club Soda,,,,,,,,
Mae West Royal Diamond Fizz, PDT, 2 oz. Goji Berry-Infused Four Roses Single Barrel Bourbon Whiskey, 1 oz. Grapefruit Juice, .5 oz. Pama Pomegranate Liqueur, 1 Whole Egg,,,,,,,,,,
Boomin' Granny, Death & Co, 1.5 ounces Hine H Cognac, 1 ounce Granny Smith Apple Juice, .5 ounce Lime Juice, .5 ounce Acacia Honey Syrup, Dry Champagne, Slice of Granny Smith Apple (Garnish),,,,,,,,
Luau, PDT, .75 oz. Wray & Nephew Overproof Rum, .75 oz. Appleton Estate V/X Rum, .75 oz. El Dorado 15-Year-Old Rum, .5 oz. Lime Juice, .5 oz. Simple Syrup, .25 oz. Boiron Passion Fruit Purée, .25 oz. Kassatly Chtaura Orgeat, 1 dash Angostura Bitters,,,,,,
Little Bit Country, PDT, 2 oz. Bulleit Bourbon Whiskey, .75 oz. Lemon Juice, .5oz. Deep Mountain Grade B Maple Syrup, .25 oz. Luxardo Maraschino Liqueur, 1.25-inch slice of Jalapeño With A Few Seeds, 1 dash Angostura Bitters, 1 dash House Orange Bitters,,,,,,,
Lion's Tooth, PDT, 2 oz. Dandelion Root-Infused Rittenhouse Bonded Rye Whiskey, .75 oz. Lustau Palo Cortado Sherry, .5 oz. Yellow Chartreuse, .25 oz. St. Germain Elderflower Liqueur,,,,,,,,,,
L.E.S. Globetrotter, PDT, 1.25 oz. Wild Turkey Rye Whiskey, .75 oz. Hine V.S.O.P. Cognac, .75 oz. Bénédictine, .5 oz. Rhum Clément Creole Shrub,,,,,,,,,,
Le Père Bis, PDT, 4 oz. Freshly Brewed Chamomile Tea, 1.5 oz. Ardbeg 10-Year-Old Single Malt Scotch Whisky, .5 oz. St. Germain Elderflower Liqueur, .5 oz. Honey Syrup,,,,,,,,,,
Left Hand Cocktail, PDT, 1.5 oz. Elijah Craig 12-Year-Old Bourbon Whiskey, .75 oz. Carpano Antica Sweet Vermouth, .75 oz. Campari, 2 dashes Bittermens Xocolatl Mole Bitters,,,,,,,,,,
Left Coast, PDT, .75 oz. Clear Creek Plum Brandy, .75 oz. Anchor Genevieve, .5 oz. Luxardo Maraschino Liqueur, .5 oz. Lemon Juice, .5 oz. Pineapple Juice, 1 barspoon Rothman & Winter Crème De Violette,,,,,,,,
Leapfrog, PDT, 2 oz. Plymouth Gin, .75 oz. Lemon Juice, .5 oz. Rothman & Winter Orchard Apricot Liqueur, .25 oz. Simple Syrup, 2 dashes House Orange Bitters, 6 leaves Mint,,,,,,,,
Lawn Dart, PDT, 1 oz. Partida Blanco Tequila, 1 oz. Tanqueray Gin, .75 oz. Lime Juice, .75 oz. Agave Syrup, .25 oz. Green Chartreuse, 1 5- inch slice Green Bell Pepper,,,,,,,,
La Perla, PDT, 1.5 oz. Partida Reposado Tequila, 1.5 oz. Lustau Manzanilla Sherry, .75 oz. Mathilde Pear Liqueur,,,,,,,,,,,
La Louche, PDT, 1.5 oz. Hendrick's Gin, 1 oz. Lillet Rouge, .5 oz. Lime Juice, .25 oz. Yellow Chartreuse, .25 oz. Simple Syrup,,,,,,,,,
Lake George, PDT, 1 oz. Jameson Irish Whiskey, 1 oz. Glenlivet 12-Year-Old Single Malt Scotch Whisky, .5 oz. Drambuie, .5 oz. Lemon Juice,,,,,,,,,,
La Florida Cocktail, PDT, 2 oz. Banks 5 Island Rum, .75 oz. Lime Juice, .5 oz. Marie Brizard Crème De Cacao, .25 oz. Martini Sweet Vermouth, 1 barspoon House Grenadine,,,,,,,,,
Lacrimosa, PDT, 2 oz. Rittenhouse Bonded Rye Whiskey, .75 oz. Amaro Luxardo, .75 oz. Amaro Ciociaro,,,,,,,,,,,
Koyo, PDT, St. Germain Elderflower Liqueur, 2 oz. Masumi Okuden Junmai Sake, .5 oz. Dubonnet Rouge, .25 oz. Cynar, .25 oz. Yellow Chartreuse,,,,,,,,,
Kin Kan, PDT, St. Germain Elderflower Liqueur, 1.5 oz. Beefeater Gin, 1 oz. Kumquat Cordial, .75 oz. Lemon Juice,,,,,,,,,,
Añejo Highball, The Craft of the Cocktail, 1.5 ounces Añejo Rum, .5 ounce Curaçao, 2 ounces Ginger Beer, .25 ounce Lime Juice, 2 dashes Angostura Bitters, wheel of Lime (Garnish), slice Orange (Garnish),,,,,,,
Americano Highball, The Craft of the Cocktail, 1.5 ounces Sweet Vermouth, 1.5 ounces Campari, Soda Water, Flamed Orange Peel (Garnish),,,,,,,,,,
American Bishop, The Craft of the Cocktail, .5 ounce Lemon Juice, 1 ounce Orange Juice, .25 ounce Gold Rum, 4 ounces Dry Red Wine, 1 ounce Simple Syrup, Soda Water, Fruit (Garnish),,,,,,,
American Beauty, The Craft of the Cocktail, 1 ounce Brandy, 1 ounce Dry Vermouth, 1 ounce Orange Juice, 2 dashes Grenadine, 2 dashes Simple Syrup (Optional), .5 ounce Port, Rose Petal (Garnish),,,,,,,
Amber Dream, The Craft of the Cocktail, 2 ounces Dry Gin, 1 ounce Dry French Vermouth, .25 ounce Yellow Chartreuse, dash Orange Bitters, Flamed Orange Peel (Garnish),,,,,,,,,
Alphonso XIII (Dale's Version), The Craft of the Cocktail, 1 slice Orange, Cinnamon, 1.5 ounces Dry Sherry, 1.5 ounces Red Dubonnet, Flamed Orange Peel (Garnish),,,,,,,,,
Alphonso Cocktail, The Craft of the Cocktail, 1 cube of Sugar, Angostura Bitters, 1 ounce Red Dubonnet, Champagne, Lemon Peel (Garnish),,,,,,,,,
Allegheny, The Craft of the Cocktail, 1 ounce Bourbon Whiskey, 1 ounce Dry Vermouth, .5 ounce Blackberry Brandy, .5 ounce Lemon Juice, Lemon Peel (Garnish),,,,,,,,,
Alizé Cocktail, The Craft of the Cocktail, 1.5 ounces Alizé Red Passion, 1 ounce Apricot Liqueur, 1 ounce Lemon Juice, Cherry (Garnish),,,,,,,,,,
Algonquin, The Craft of the Cocktail, 2 ounces Light Rum, .5 ounce Blackberry Brandy, .5 ounce Bénédictine, .5 ounce Lime Juice, Cherry (Garnish),,,,,,,,,
